Consulta Dinâmica de Receita 01/2019 - 06/2020
Alínea;Subalínea;Exercício;Mês;Receita Prevista;Receita Realizada;Diferença;% Realizado;
"MULTAS PREVISTAS NA LEGISLAÇÃO SOBRE DEFESA DOS DIREITOS DIFUSOS";"MULTAS PREVISTAS NA LEGISLAÇÃO SOBRE DEFESA DOS DIREITOS DIFUSOS - PRI";"2019";"5";0,00;280.735,08;-280.735,08;0,00;
"MULTAS PREVISTAS NA LEGISLAÇÃO SOBRE DEFESA DOS DIREITOS DIFUSOS";"MULTAS PREVISTAS NA LEGISLAÇÃO SOBRE DEFESA DOS DIREITOS DIFUSOS - PRI";"2020";"5";0,00;218.520,00;-218.520,00;0,00;
"MULTAS PREVISTAS NA LEGISLAÇÃO SOBRE DEFESA DOS DIREITOS DIFUSOS";"MULTAS PREVISTAS NA LEGISLAÇÃO SOBRE DEFESA DOS DIREITOS DIFUSOS - PRI";"2019";"6";0,00;123.590,89;-123.590,89;0,00;
"MULTAS PREVISTAS NA LEGISLAÇÃO SOBRE DEFESA DOS DIREITOS DIFUSOS";"MULTAS PREVISTAS NA LEGISLAÇÃO SOBRE DEFESA DOS DIREITOS DIFUSOS - PRI";"2020";"6";0,00;187.063,59;-187.063,59;0,00;
"OPERAÇÕES DE CRÉDITO CONTRATUAIS - MERCADO INTERNO";"OPERAÇÕES DE CRÉDITO CONTRATUAIS - MERCADO INTERNO - PRINCIPAL";"2019";"5";5.949.131,00;0,00;5.949.131,00;0,00;
"OPERAÇÕES DE CRÉDITO EXTERNAS - ESTADOS/DF/ MUNICÍPIOS";"OPERAÇÕES DE CRÉDITO EXTERNAS PARA PROGRAMAS DE MEIO AMBIENTE - PRINCI";"2019";"1";37.876.000,00;0,00;37.876.000,00;0,00;
"OPERAÇÕES DE CRÉDITO EXTERNAS - ESTADOS/DF/ MUNICÍPIOS";"OPERAÇÕES DE CRÉDITO EXTERNAS PARA PROGRAMAS DE MEIO AMBIENTE - PRINCI";"2020";"1";5.000.000,00;0,00;5.000.000,00;0,00;
"OPERAÇÕES DE CRÉDITO EXTERNAS - ESTADOS/DF/ MUNICÍPIOS";"OPERAÇÕES DE CRÉDITO EXTERNAS PARA PROGRAMAS DE MODERNIZAÇÃO DA ADMINI";"2020";"1";43.797.000,00;0,00;43.797.000,00;0,00;
"OPERAÇÕES DE CRÉDITO INTERNAS DE ESTADOS/DF/MUNICÍPIOS";"OPERAÇÕES DE CRÉDITO INTERNAS PARA PROGRAMAS DE MODERNIZAÇÃO DA ADMINI";"2019";"1";9.000.000,00;0,00;9.000.000,00;0,00;
"OPERAÇÕES DE CRÉDITO INTERNAS DE ESTADOS/DF/MUNICÍPIOS";"OPERAÇÕES DE CRÉDITO INTERNAS PARA PROGRAMAS DE MORADIA POPULAR - PRIN";"2019";"1";111.536.976,00;0,00;111.536.976,00;0,00;
"OPERAÇÕES DE CRÉDITO INTERNAS DE ESTADOS/DF/MUNICÍPIOS";"OPERAÇÕES DE CRÉDITO INTERNAS PARA PROGRAMAS DE MORADIA POPULAR - PRIN";"2020";"1";100.798.000,00;0,00;100.798.000,00;0,00;
"OPERAÇÕES DE CRÉDITO INTERNAS DE ESTADOS/DF/MUNICÍPIOS";"OPERAÇÕES DE CRÉDITO INTERNAS PARA PROGRAMAS DE SANEAMENTO - PRINCIPAL";"2019";"1";17.534.390,00;0,00;17.534.390,00;0,00;
"OPERAÇÕES DE CRÉDITO INTERNAS DE ESTADOS/DF/MUNICÍPIOS";"OPERAÇÕES DE CRÉDITO INTERNAS PARA PROGRAMAS DE SANEAMENTO - PRINCIPAL";"2020";"1";16.230.000,00;0,00;16.230.000,00;0,00;
"OPERAÇÕES DE CRÉDITO INTERNAS DE ESTADOS/DF/MUNICÍPIOS";"OPERAÇÕES DE CRÉDITO INTERNAS PARA PROGRAMAS DE SANEAMENTO - PRINCIPAL";"2019";"2";0,00;3.439.960,83;-3.439.960,83;0,00;
"OPERAÇÕES DE CRÉDITO INTERNAS DE ESTADOS/DF/MUNICÍPIOS";"OPERAÇÕES DE CRÉDITO INTERNAS PARA PROGRAMAS DE SANEAMENTO - PRINCIPAL";"2020";"2";0,00;3.107.434,82;-3.107.434,82;0,00;
"OPERAÇÕES DE CRÉDITO INTERNAS DE ESTADOS/DF/MUNICÍPIOS";"OPERAÇÕES DE CRÉDITO INTERNAS PARA PROGRAMAS DE SANEAMENTO - PRINCIPAL";"2019";"4";0,00;0,00;0,00;0,00;
"OPERAÇÕES DE CRÉDITO INTERNAS DE ESTADOS/DF/MUNICÍPIOS";"OPERAÇÕES DE CRÉDITO INTERNAS PARA PROGRAMAS DE SANEAMENTO - PRINCIPAL";"2020";"4";0,00;1.370.749,13;-1.370.749,13;0,00;
"OPERAÇÕES DE CRÉDITO INTERNAS DE ESTADOS/DF/MUNICÍPIOS";"OPERAÇÕES DE CRÉDITO INTERNAS PARA PROGRAMAS DE SANEAMENTO - PRINCIPAL";"2019";"5";0,00;14.064.301,41;-14.064.301,41;0,00;
"OPERAÇÕES DE CRÉDITO INTERNAS DE ESTADOS/DF/MUNICÍPIOS";"OPERAÇÕES DE CRÉDITO INTERNAS PARA PROGRAMAS DE SANEAMENTO - PRINCIPAL";"2020";"5";0,00;450.975,79;-450.975,79;0,00;
"OPERAÇÕES DE CRÉDITO INTERNAS DE ESTADOS/DF/MUNICÍPIOS";"OPERAÇÕES DE CRÉDITO INTERNAS PARA PROGRAMAS DE SANEAMENTO - PRINCIPAL";"2020";"6";0,00;1.426.431,19;-1.426.431,19;0,00;
"OUTRAS CONTRIBUIÇÕES ECONÔMICAS";"OUTRAS CONTRIBUIÇÕES ECONÔMICAS - PRINCIPAL";"2019";"1";1.366.020,00;118.392,39;1.247.627,61;8,67;
"OUTRAS CONTRIBUIÇÕES ECONÔMICAS";"OUTRAS CONTRIBUIÇÕES ECONÔMICAS - PRINCIPAL";"2020";"1";1.409.202,00;129.826,21;1.279.375,79;9,21;
"OUTRAS CONTRIBUIÇÕES ECONÔMICAS";"OUTRAS CONTRIBUIÇÕES ECONÔMICAS - PRINCIPAL";"2019";"2";0,00;73.928,95;-73.928,95;0,00;
"OUTRAS CONTRIBUIÇÕES ECONÔMICAS";"OUTRAS CONTRIBUIÇÕES ECONÔMICAS - PRINCIPAL";"2020";"2";0,00;119.923,49;-119.923,49;0,00;
"OUTRAS CONTRIBUIÇÕES ECONÔMICAS";"OUTRAS CONTRIBUIÇÕES ECONÔMICAS - PRINCIPAL";"2019";"3";0,00;63.204,24;-63.204,24;0,00;
"OUTRAS CONTRIBUIÇÕES ECONÔMICAS";"OUTRAS CONTRIBUIÇÕES ECONÔMICAS - PRINCIPAL";"2020";"3";0,00;106.842,86;-106.842,86;0,00;
"OUTRAS CONTRIBUIÇÕES ECONÔMICAS";"OUTRAS CONTRIBUIÇÕES ECONÔMICAS - PRINCIPAL";"2019";"4";0,00;63.566,13;-63.566,13;0,00;
"OUTRAS CONTRIBUIÇÕES ECONÔMICAS";"OUTRAS CONTRIBUIÇÕES ECONÔMICAS - PRINCIPAL";"2020";"4";0,00;112.433,96;-112.433,96;0,00;
"OUTRAS CONTRIBUIÇÕES ECONÔMICAS";"OUTRAS CONTRIBUIÇÕES ECONÔMICAS - PRINCIPAL";"2019";"5";0,00;63.772,93;-63.772,93;0,00;
"OUTRAS CONTRIBUIÇÕES ECONÔMICAS";"OUTRAS CONTRIBUIÇÕES ECONÔMICAS - PRINCIPAL";"2020";"5";0,00;37.797,76;-37.797,76;0,00;
"OUTRAS CONTRIBUIÇÕES ECONÔMICAS";"OUTRAS CONTRIBUIÇÕES ECONÔMICAS - PRINCIPAL";"2019";"6";0,00;138.550,07;-138.550,07;0,00;
"OUTRAS CONTRIBUIÇÕES ECONÔMICAS";"OUTRAS CONTRIBUIÇÕES ECONÔMICAS - PRINCIPAL";"2020";"6";0,00;36.046,43;-36.046,43;0,00;
"OUTRAS DELEGAÇÕES DE SERVIÇOS PÚBLICOS";"OUTRAS DELEGAÇÕES DE SERVIÇOS PÚBLICOS - PRINCIPAL";"2019";"1";1.863.401,00;3.209,06;1.860.191,94;0,17;
"OUTRAS DELEGAÇÕES DE SERVIÇOS PÚBLICOS";"OUTRAS DELEGAÇÕES DE SERVIÇOS PÚBLICOS - PRINCIPAL";"2020";"1";1.053.137,00;7.718,66;1.045.418,34;0,73;
"OUTRAS DELEGAÇÕES DE SERVIÇOS PÚBLICOS";"OUTRAS DELEGAÇÕES DE SERVIÇOS PÚBLICOS - PRINCIPAL";"2019";"2";0,00;3.209,06;-3.209,06;0,00;
"OUTRAS DELEGAÇÕES DE SERVIÇOS PÚBLICOS";"OUTRAS DELEGAÇÕES DE SERVIÇOS PÚBLICOS - PRINCIPAL";"2020";"2";0,00;1.037,98;-1.037,98;0,00;
"OUTRAS DELEGAÇÕES DE SERVIÇOS PÚBLICOS";"OUTRAS DELEGAÇÕES DE SERVIÇOS PÚBLICOS - PRINCIPAL";"2019";"3";0,00;3.209,06;-3.209,06;0,00;
"OUTRAS DELEGAÇÕES DE SERVIÇOS PÚBLICOS";"OUTRAS DELEGAÇÕES DE SERVIÇOS PÚBLICOS - PRINCIPAL";"2020";"3";0,00;3.864,89;-3.864,89;0,00;
"OUTRAS DELEGAÇÕES DE SERVIÇOS PÚBLICOS";"OUTRAS DELEGAÇÕES DE SERVIÇOS PÚBLICOS - PRINCIPAL";"2019";"4";0,00;78.635,98;-78.635,98;0,00;
"OUTRAS DELEGAÇÕES DE SERVIÇOS PÚBLICOS";"OUTRAS DELEGAÇÕES DE SERVIÇOS PÚBLICOS - PRINCIPAL";"2019";"5";0,00;78.196,44;-78.196,44;0,00;
"OUTRAS DELEGAÇÕES DE SERVIÇOS PÚBLICOS";"OUTRAS DELEGAÇÕES DE SERVIÇOS PÚBLICOS - PRINCIPAL";"2019";"6";0,00;3.337,56;-3.337,56;0,00;
"OUTRAS INDENIZAÇÕES";"OUTRAS INDENIZAÇÕES - PRINCIPAL";"2019";"1";8.119.976,00;186.112,12;7.933.863,88;2,29;
"OUTRAS INDENIZAÇÕES";"OUTRAS INDENIZAÇÕES - PRINCIPAL";"2020";"1";7.438.593,00;171.651,71;7.266.941,29;2,31;
"OUTRAS INDENIZAÇÕES";"OUTRAS INDENIZAÇÕES - PRINCIPAL";"2019";"2";0,00;378.953,66;-378.953,66;0,00;
"OUTRAS INDENIZAÇÕES";"OUTRAS INDENIZAÇÕES - PRINCIPAL";"2020";"2";0,00;277.204,42;-277.204,42;0,00;
"OUTRAS INDENIZAÇÕES";"OUTRAS INDENIZAÇÕES - PRINCIPAL";"2019";"3";0,00;255.905,76;-255.905,76;0,00;
"OUTRAS INDENIZAÇÕES";"OUTRAS INDENIZAÇÕES - PRINCIPAL";"2020";"3";0,00;358.617,37;-358.617,37;0,00;
"OUTRAS INDENIZAÇÕES";"OUTRAS INDENIZAÇÕES - PRINCIPAL";"2019";"4";0,00;470.817,02;-470.817,02;0,00;
"OUTRAS INDENIZAÇÕES";"OUTRAS INDENIZAÇÕES - PRINCIPAL";"2019";"5";0,00;140.204,50;-140.204,50;0,00;
"OUTRAS INDENIZAÇÕES";"OUTRAS INDENIZAÇÕES - PRINCIPAL";"2020";"5";0,00;659.140,61;-659.140,61;0,00;
"OUTRAS INDENIZAÇÕES";"OUTRAS INDENIZAÇÕES - PRINCIPAL";"2019";"6";0,00;107.885,71;-107.885,71;0,00;
"OUTRAS INDENIZAÇÕES";"OUTRAS INDENIZAÇÕES - PRINCIPAL";"2020";"6";0,00;221.259,07;-221.259,07;0,00;
"OUTRAS OPERAÇÕES DE CRÉDITO - MERCADO EXTERNO";"OUTRAS OPERAÇÕES DE CRÉDITO - MERCADO EXTERNO - PRINCIPAL";"2019";"1";116.154.285,00;0,00;116.154.285,00;0,00;
"OUTRAS OPERAÇÕES DE CRÉDITO - MERCADO EXTERNO";"OUTRAS OPERAÇÕES DE CRÉDITO - MERCADO EXTERNO - PRINCIPAL";"2019";"5";0,00;58.019.869,66;-58.019.869,66;0,00;
"OUTRAS OPERAÇÕES DE CRÉDITO - MERCADO EXTERNO";"OUTRAS OPERAÇÕES DE CRÉDITO - MERCADO EXTERNO - PRINCIPAL";"2019";"6";44.148.869,00;0,00;44.148.869,00;0,00;
"OUTRAS OPERAÇÕES DE CRÉDITO - MERCADO INTERNO";"OUTRAS OPERAÇÕES DE CRÉDITO - MERCADO INTERNO - PRINCIPAL";"2019";"1";496.208.800,00;0,00;496.208.800,00;0,00;
"OUTRAS OPERAÇÕES DE CRÉDITO - MERCADO INTERNO";"OUTRAS OPERAÇÕES DE CRÉDITO - MERCADO INTERNO - PRINCIPAL";"2020";"1";346.877.000,00;0,00;346.877.000,00;0,00;
"OUTRAS OPERAÇÕES DE CRÉDITO - MERCADO INTERNO";"OUTRAS OPERAÇÕES DE CRÉDITO - MERCADO INTERNO - PRINCIPAL";"2020";"2";0,00;600.660,18;-600.660,18;0,00;
"OUTRAS OPERAÇÕES DE CRÉDITO - MERCADO INTERNO";"OUTRAS OPERAÇÕES DE CRÉDITO - MERCADO INTERNO - PRINCIPAL";"2019";"3";0,00;341.251,12;-341.251,12;0,00;
"OUTRAS OPERAÇÕES DE CRÉDITO - MERCADO INTERNO";"OUTRAS OPERAÇÕES DE CRÉDITO - MERCADO INTERNO - PRINCIPAL";"2020";"3";0,00;3.218.880,64;-3.218.880,64;0,00;
"OUTRAS OPERAÇÕES DE CRÉDITO - MERCADO INTERNO";"OUTRAS OPERAÇÕES DE CRÉDITO - MERCADO INTERNO - PRINCIPAL";"2019";"4";0,00;10.688.964,41;-10.688.964,41;0,00;
"OUTRAS OPERAÇÕES DE CRÉDITO - MERCADO INTERNO";"OUTRAS OPERAÇÕES DE CRÉDITO - MERCADO INTERNO - PRINCIPAL";"2020";"4";0,00;513.489,71;-513.489,71;0,00;
"OUTRAS OPERAÇÕES DE CRÉDITO - MERCADO INTERNO";"OUTRAS OPERAÇÕES DE CRÉDITO - MERCADO INTERNO - PRINCIPAL";"2019";"5";0,00;12.981.462,01;-12.981.462,01;0,00;
"OUTRAS OPERAÇÕES DE CRÉDITO - MERCADO INTERNO";"OUTRAS OPERAÇÕES DE CRÉDITO - MERCADO INTERNO - PRINCIPAL";"2020";"5";0,00;1.046.423,36;-1.046.423,36;0,00;
"OUTRAS OPERAÇÕES DE CRÉDITO - MERCADO INTERNO";"OUTRAS OPERAÇÕES DE CRÉDITO - MERCADO INTERNO - PRINCIPAL";"2019";"6";0,00;3.419.134,33;-3.419.134,33;0,00;
"OUTRAS OPERAÇÕES DE CRÉDITO - MERCADO INTERNO";"OUTRAS OPERAÇÕES DE CRÉDITO - MERCADO INTERNO - PRINCIPAL";"2020";"6";0,00;361.163,33;-361.163,33;0,00;
"OUTRAS RECEITAS";"OUTRAS RECEITAS - PRIMÁRIAS - DÍVIDA ATIVA";"2019";"1";354.278,00;541.032,18;-186.754,18;152,71;
"OUTRAS RECEITAS";"OUTRAS RECEITAS - PRIMÁRIAS - DÍVIDA ATIVA";"2020";"1";6.646.032,00;573.491,75;6.072.540,25;8,63;
"OUTRAS RECEITAS";"OUTRAS RECEITAS - PRIMÁRIAS - DÍVIDA ATIVA";"2019";"2";0,00;539.988,51;-539.988,51;0,00;
"OUTRAS RECEITAS";"OUTRAS RECEITAS - PRIMÁRIAS - DÍVIDA ATIVA";"2020";"2";0,00;561.904,06;-561.904,06;0,00;
"OUTRAS RECEITAS";"OUTRAS RECEITAS - PRIMÁRIAS - DÍVIDA ATIVA";"2019";"3";0,00;519.353,22;-519.353,22;0,00;
"OUTRAS RECEITAS";"OUTRAS RECEITAS - PRIMÁRIAS - DÍVIDA ATIVA";"2020";"3";0,00;575.847,35;-575.847,35;0,00;
"OUTRAS RECEITAS";"OUTRAS RECEITAS - PRIMÁRIAS - DÍVIDA ATIVA";"2019";"4";0,00;548.232,60;-548.232,60;0,00;
"OUTRAS RECEITAS";"OUTRAS RECEITAS - PRIMÁRIAS - DÍVIDA ATIVA";"2020";"4";0,00;506.535,27;-506.535,27;0,00;
"OUTRAS RECEITAS";"OUTRAS RECEITAS - PRIMÁRIAS - DÍVIDA ATIVA";"2019";"5";0,00;545.433,44;-545.433,44;0,00;
"OUTRAS RECEITAS";"OUTRAS RECEITAS - PRIMÁRIAS - DÍVIDA ATIVA";"2020";"5";0,00;518.579,72;-518.579,72;0,00;
"OUTRAS RECEITAS";"OUTRAS RECEITAS - PRIMÁRIAS - DÍVIDA ATIVA";"2019";"6";0,00;593.359,93;-593.359,93;0,00;
"OUTRAS RECEITAS";"OUTRAS RECEITAS - PRIMÁRIAS - DÍVIDA ATIVA";"2020";"6";0,00;327.260,06;-327.260,06;0,00;
"OUTRAS RECEITAS";"OUTRAS RECEITAS - PRIMÁRIAS - DÍVIDA ATIVA - MULTAS E JUROS";"2019";"1";26.770.487,00;1.147.279,80;25.623.207,20;4,29;
"OUTRAS RECEITAS";"OUTRAS RECEITAS - PRIMÁRIAS - DÍVIDA ATIVA - MULTAS E JUROS";"2020";"1";1.891.674,00;1.130.437,20;761.236,80;59,76;
"OUTRAS RECEITAS";"OUTRAS RECEITAS - PRIMÁRIAS - DÍVIDA ATIVA - MULTAS E JUROS";"2019";"2";0,00;1.146.931,17;-1.146.931,17;0,00;
"OUTRAS RECEITAS";"OUTRAS RECEITAS - PRIMÁRIAS - DÍVIDA ATIVA - MULTAS E JUROS";"2020";"2";0,00;1.072.841,83;-1.072.841,83;0,00;
"OUTRAS RECEITAS";"OUTRAS RECEITAS - PRIMÁRIAS - DÍVIDA ATIVA - MULTAS E JUROS";"2019";"3";0,00;989.872,22;-989.872,22;0,00;
"OUTRAS RECEITAS";"OUTRAS RECEITAS - PRIMÁRIAS - DÍVIDA ATIVA - MULTAS E JUROS";"2020";"3";0,00;1.046.081,10;-1.046.081,10;0,00;
"OUTRAS RECEITAS";"OUTRAS RECEITAS - PRIMÁRIAS - DÍVIDA ATIVA - MULTAS E JUROS";"2019";"4";0,00;1.221.907,46;-1.221.907,46;0,00;
"OUTRAS RECEITAS";"OUTRAS RECEITAS - PRIMÁRIAS - DÍVIDA ATIVA - MULTAS E JUROS";"2020";"4";0,00;736.322,84;-736.322,84;0,00;
"OUTRAS RECEITAS";"OUTRAS RECEITAS - PRIMÁRIAS - DÍVIDA ATIVA - MULTAS E JUROS";"2019";"5";0,00;1.228.189,13;-1.228.189,13;0,00;
"OUTRAS RECEITAS";"OUTRAS RECEITAS - PRIMÁRIAS - DÍVIDA ATIVA - MULTAS E JUROS";"2020";"5";0,00;1.010.602,84;-1.010.602,84;0,00;
"OUTRAS RECEITAS";"OUTRAS RECEITAS - PRIMÁRIAS - DÍVIDA ATIVA - MULTAS E JUROS";"2019";"6";0,00;1.190.722,47;-1.190.722,47;0,00;
"OUTRAS RECEITAS";"OUTRAS RECEITAS - PRIMÁRIAS - DÍVIDA ATIVA - MULTAS E JUROS";"2020";"6";0,00;934.024,87;-934.024,87;0,00;
"OUTRAS RECEITAS";"OUTRAS RECEITAS - PRIMÁRIAS - PRINCIPAL";"2019";"1";102.550.793,00;2.738.611,59;99.812.181,41;2,67;
"OUTRAS RECEITAS";"OUTRAS RECEITAS - PRIMÁRIAS - PRINCIPAL";"2020";"1";137.097.925,00;33.910.744,73;103.187.180,27;24,73;
"OUTRAS RECEITAS";"OUTRAS RECEITAS - PRIMÁRIAS - PRINCIPAL";"2019";"2";0,00;2.670.828,69;-2.670.828,69;0,00;
"OUTRAS RECEITAS";"OUTRAS RECEITAS - PRIMÁRIAS - PRINCIPAL";"2020";"2";0,00;1.469.753,79;-1.469.753,79;0,00;
"OUTRAS RECEITAS";"OUTRAS RECEITAS - PRIMÁRIAS - PRINCIPAL";"2019";"3";0,00;3.528.653,92;-3.528.653,92;0,00;
"OUTRAS RECEITAS";"OUTRAS RECEITAS - PRIMÁRIAS - PRINCIPAL";"2020";"3";0,00;7.694.917,87;-7.694.917,87;0,00;
"OUTRAS RECEITAS";"OUTRAS RECEITAS - PRIMÁRIAS - PRINCIPAL";"2019";"4";0,00;10.884.497,76;-10.884.497,76;0,00;
"OUTRAS RECEITAS";"OUTRAS RECEITAS - PRIMÁRIAS - PRINCIPAL";"2020";"4";0,00;794.442,95;-794.442,95;0,00;
"OUTRAS RECEITAS";"OUTRAS RECEITAS - PRIMÁRIAS - PRINCIPAL";"2019";"5";0,00;7.016.848,92;-7.016.848,92;0,00;
"OUTRAS RECEITAS";"OUTRAS RECEITAS - PRIMÁRIAS - PRINCIPAL";"2020";"5";0,00;5.230.012,81;-5.230.012,81;0,00;
"OUTRAS RECEITAS";"OUTRAS RECEITAS - PRIMÁRIAS - PRINCIPAL";"2019";"6";0,00;3.476.782,18;-3.476.782,18;0,00;
"OUTRAS RECEITAS";"OUTRAS RECEITAS - PRIMÁRIAS - PRINCIPAL";"2020";"6";0,00;19.511.195,26;-19.511.195,26;0,00;
"OUTRAS RECEITAS IMOBILIÁRIAS";"OUTRAS RECEITAS IMOBILIÁRIAS - PRINCIPAL";"2019";"1";2.428.634,00;209.088,13;2.219.545,87;8,61;
"OUTRAS RECEITAS IMOBILIÁRIAS";"OUTRAS RECEITAS IMOBILIÁRIAS - PRINCIPAL";"2020";"1";945.953,00;0,00;945.953,00;0,00;
"OUTRAS RECEITAS IMOBILIÁRIAS";"OUTRAS RECEITAS IMOBILIÁRIAS - PRINCIPAL";"2019";"2";0,00;247.876,31;-247.876,31;0,00;
"OUTRAS RECEITAS IMOBILIÁRIAS";"OUTRAS RECEITAS IMOBILIÁRIAS - PRINCIPAL";"2020";"2";0,00;1.388,00;-1.388,00;0,00;
"OUTRAS RECEITAS IMOBILIÁRIAS";"OUTRAS RECEITAS IMOBILIÁRIAS - PRINCIPAL";"2019";"3";0,00;146.764,64;-146.764,64;0,00;
"OUTRAS RECEITAS IMOBILIÁRIAS";"OUTRAS RECEITAS IMOBILIÁRIAS - PRINCIPAL";"2020";"3";0,00;6.664,86;-6.664,86;0,00;
"OUTRAS RECEITAS IMOBILIÁRIAS";"OUTRAS RECEITAS IMOBILIÁRIAS - PRINCIPAL";"2019";"4";0,00;562.668,78;-562.668,78;0,00;
"OUTRAS RECEITAS IMOBILIÁRIAS";"OUTRAS RECEITAS IMOBILIÁRIAS - PRINCIPAL";"2019";"5";0,00;627.716,65;-627.716,65;0,00;
"OUTRAS RECEITAS IMOBILIÁRIAS";"OUTRAS RECEITAS IMOBILIÁRIAS - PRINCIPAL";"2019";"6";0,00;373.540,64;-373.540,64;0,00;
"OUTRAS RESTITUIÇÕES";"OUTRAS RESTITUIÇÕES - PRINCIPAL";"2019";"1";454.960,00;2.881.542,11;-2.426.582,11;633,36;
"OUTRAS RESTITUIÇÕES";"OUTRAS RESTITUIÇÕES - PRINCIPAL";"2020";"1";29.373.771,00;1.592.658,91;27.781.112,09;5,42;
"OUTRAS RESTITUIÇÕES";"OUTRAS RESTITUIÇÕES - PRINCIPAL";"2019";"2";0,00;1.122.944,46;-1.122.944,46;0,00;
"OUTRAS RESTITUIÇÕES";"OUTRAS RESTITUIÇÕES - PRINCIPAL";"2020";"2";0,00;1.298.052,81;-1.298.052,81;0,00;
"OUTRAS RESTITUIÇÕES";"OUTRAS RESTITUIÇÕES - PRINCIPAL";"2019";"3";0,00;942.794,70;-942.794,70;0,00;
"OUTRAS RESTITUIÇÕES";"OUTRAS RESTITUIÇÕES - PRINCIPAL";"2020";"3";0,00;2.275.234,37;-2.275.234,37;0,00;
"OUTRAS RESTITUIÇÕES";"OUTRAS RESTITUIÇÕES - PRINCIPAL";"2019";"4";0,00;1.587.355,56;-1.587.355,56;0,00;
"OUTRAS RESTITUIÇÕES";"OUTRAS RESTITUIÇÕES - PRINCIPAL";"2020";"4";0,00;911.419,17;-911.419,17;0,00;
"OUTRAS RESTITUIÇÕES";"OUTRAS RESTITUIÇÕES - PRINCIPAL";"2019";"5";0,00;1.727.485,25;-1.727.485,25;0,00;
"OUTRAS RESTITUIÇÕES";"OUTRAS RESTITUIÇÕES - PRINCIPAL";"2020";"5";0,00;19.952.570,40;-19.952.570,40;0,00;
"OUTRAS RESTITUIÇÕES";"OUTRAS RESTITUIÇÕES - PRINCIPAL";"2019";"6";0,00;1.352.491,61;-1.352.491,61;0,00;
"OUTRAS RESTITUIÇÕES";"OUTRAS RESTITUIÇÕES - PRINCIPAL";"2020";"6";0,00;26.296,15;-26.296,15;0,00;
"OUTRAS TRANSFERÊNCIAS DA UNIÃO";"OUTRAS TRANSFERÊNCIAS DA UNIÃO - PRINCIPAL";"2019";"1";6.043.702,00;1.211.555,55;4.832.146,45;20,05;
"OUTRAS TRANSFERÊNCIAS DA UNIÃO";"OUTRAS TRANSFERÊNCIAS DA UNIÃO - PRINCIPAL";"2020";"1";6.442.671,00;1.940.987,17;4.501.683,83;30,13;
"OUTRAS TRANSFERÊNCIAS DA UNIÃO";"OUTRAS TRANSFERÊNCIAS DA UNIÃO - PRINCIPAL";"2019";"2";0,00;655.592,22;-655.592,22;0,00;
"OUTRAS TRANSFERÊNCIAS DA UNIÃO";"OUTRAS TRANSFERÊNCIAS DA UNIÃO - PRINCIPAL";"2020";"2";0,00;1.069.112,09;-1.069.112,09;0,00;
"OUTRAS TRANSFERÊNCIAS DA UNIÃO";"OUTRAS TRANSFERÊNCIAS DA UNIÃO - PRINCIPAL";"2019";"3";0,00;651.840,37;-651.840,37;0,00;
"OUTRAS TRANSFERÊNCIAS DA UNIÃO";"OUTRAS TRANSFERÊNCIAS DA UNIÃO - PRINCIPAL";"2020";"3";0,00;10.341.631,45;-10.341.631,45;0,00;
"OUTRAS TRANSFERÊNCIAS DA UNIÃO";"OUTRAS TRANSFERÊNCIAS DA UNIÃO - PRINCIPAL";"2019";"4";0,00;795.011,69;-795.011,69;0,00;
"OUTRAS TRANSFERÊNCIAS DA UNIÃO";"OUTRAS TRANSFERÊNCIAS DA UNIÃO - PRINCIPAL";"2020";"4";0,00;5.691.455,70;-5.691.455,70;0,00;
"OUTRAS TRANSFERÊNCIAS DA UNIÃO";"OUTRAS TRANSFERÊNCIAS DA UNIÃO - PRINCIPAL";"2019";"5";0,00;949.294,37;-949.294,37;0,00;
"OUTRAS TRANSFERÊNCIAS DA UNIÃO";"OUTRAS TRANSFERÊNCIAS DA UNIÃO - PRINCIPAL";"2020";"5";0,00;22.830.627,69;-22.830.627,69;0,00;
"OUTRAS TRANSFERÊNCIAS DA UNIÃO";"OUTRAS TRANSFERÊNCIAS DA UNIÃO - PRINCIPAL";"2019";"6";0,00;1.911.448,86;-1.911.448,86;0,00;
"OUTRAS TRANSFERÊNCIAS DA UNIÃO";"OUTRAS TRANSFERÊNCIAS DA UNIÃO - PRINCIPAL";"2020";"6";0,00;215.281.466,15;-215.281.466,15;0,00;
"OUTRAS TRANSFERÊNCIAS DE RECURSOS FUNDO A FUNDO";"TRANSFERÊNCIA DE RECURSOS DO FUNDO PENITENCIÁRIO NACIONAL - FUPEN";"2020";"1";912.865,00;0,00;912.865,00;0,00;
"OUTRAS TRANSFERÊNCIAS DE RECURSOS FUNDO A FUNDO";"TRANSFERÊNCIA DE RECURSOS DO FUNDO PENITENCIÁRIO NACIONAL - FUPEN";"2020";"2";0,00;6.526.940,00;-6.526.940,00;0,00;
"OUTRAS TRANSFERÊNCIAS DE RECURSOS FUNDO A FUNDO";"TRANSFERÊNCIA DE RECURSOS DO FUNDO PENITENCIÁRIO NACIONAL - FUPEN";"2020";"3";0,00;0,00;0,00;0,00;
"OUTROS IMPOSTOS";"OUTROS IMPOSTOS - DÍVIDA ATIVA";"2019";"1";9.086.843,00;181.332,39;8.905.510,61;2,00;
